facilities,rating,rating_descriptions,review_counts,location,Price
"['internet', 'bar', 'restaurant', 'swimmingpools', 'gym']",8.3,Excellent,11.0,Ubisville,27000
"['internet', 'bar', 'restaurant', 'swimmingpools']",10.0,Excellent,2.0,Wanderland,25000
"['bar', 'restaurant']",6.6,Very Good,26.0,Andeman,6000
[],,,,Uberlandia,2500
['restaurant'],6.5,Very Good,2.0,Wanderland,5200
"['intrnet', 'restaurant']",8.0,Excellent,2.0,Machlessvile,18000
"['internet', 'bar', 'restaurant', 'pool']",10.0,Excellent,2.0,Machlessvile,25000
"['bar', 'restaurant', 'gym']",7.9,Very Good,3.0,Wanderland,48000
"['bar', 'restaurant']",5.6,Good,1.0,Andeman,5400
[],,,,Wanderland,3900
"['intrnet', 'bar', 'restaurant', 'swimmingpools', 'gym']",7.6,Very Good,13.0,Andeman,20000
"['bar', 'restaurant', 'swimmingpools']",5.2,Good,28.0,Stokol,40326
"['bar', 'restaurant']",8.4,Excellent,3.0,Uberlandia,12000
"['bar', 'restaurant']",8.1,Excellent,36.0,Willsmian,3800
"['intrnet', 'bar', 'restaurant', 'swimmingpools']",7.5,Very Good,35.0,Hallerson,67000
"['internet', 'bar', 'restaurant', 'pool']",8.7,Excellent,17.0,Willsmian,60000
"['internet', 'bar', 'restaurant']",8.1,Excellent,3.0,Stokol,8000
"['bar', 'restaurant']",7.6,Very Good,9.0,Andeman,9000
"['internet', 'restaurant', 'pool']",5.9,Good,3.0,Andeman,6500
"['internet', 'restaurant']",7.2,Very Good,30.0,Uberlandia,20000
"['internet', 'restaurant']",7.5,Very Good,4.0,Hallerson,10500
[],7.0,Very Good,1.0,Andeman,3700
['restaurant'],6.0,Very Good,79.0,Wanderland,5500
[],,,,Willsmian,3900
"['internet', 'bar', 'restaurant', 'swimmingpools', 'gym']",7.2,Very Good,6.0,Wanderland,25000
[],,,,Hallerson,6000
"['internet', 'bar', 'restaurant', 'gym']",6.5,Very Good,32.0,Andeman,15000
[],,,,Hallerson,2500
"['internet', 'bar', 'restaurant', 'swimmingpools']",7.7,Very Good,14.0,Andeman,18000
"['bar', 'restaurant']",,,,Machlessvile,3000
"['bar', 'restaurant']",,,,Wanderland,7000
"['intrnet', 'bar', 'restaurant', 'pool', 'gym']",8.8,Excellent,2.0,Stokol,37250
"['bar', 'restaurant', 'pool', 'gym']",7.2,Very Good,10.0,Uberlandia,63000
"['internet', 'bar', 'pool', 'gym']",6.9,Very Good,12.0,Uberlandia,20000
"['internet', 'bar', 'restaurant']",7.0,Very Good,7.0,Wanderland,6500
"['internet', 'bar', 'restaurant', 'pool']",7.2,Very Good,23.0,Uberlandia,24500
"['internet', 'bar', 'restaurant', 'swimmingpools']",7.5,Very Good,40.0,Stokol,16500
[],,,,Stokol,8000
"['intrnet', 'bar', 'restaurant', 'pool', 'gym']",7.6,Very Good,6.0,Uberlandia,30000
"['bar', 'pool']",10.0,Excellent,1.0,Uberlandia,25000
[],,,,Machlessvile,38500
"['intrnet', 'bar', 'restaurant', 'pool', 'gym']",8.5,Excellent,11.0,Stokol,30000
"['bar', 'restaurant']",,,,Willsmian,13000
"['bar', 'restaurant']",6.5,Very Good,7.0,Willsmian,4500
"['internet', 'bar', 'restaurant']",8.1,Excellent,4.0,Andeman,30500
"['internet', 'bar', 'restaurant']",8.1,Excellent,4.0,Hallerson,30500
"['intrnet', 'bar', 'restaurant', 'pool', 'gym']",7.3,Very Good,23.0,Ubisville,28000
"['bar', 'restaurant']",7.3,Very Good,7.0,Andeman,13500
"['intrnet', 'bar', 'restaurant', 'swimmingpools']",8.7,Excellent,17.0,Hallerson,60000
"['internet', 'bar', 'restaurant', 'pool', 'gym']",8.7,Excellent,7.0,Hallerson,12500
"['bar', 'restaurant', 'gym']",7.0,Very Good,18.0,Machlessvile,60500
"['internet', 'restaurant']",7.2,Very Good,30.0,Andeman,20000
"['internet', 'bar', 'restaurant']",8.3,Excellent,18.0,Stokol,30000
"['intrnet', 'bar', 'restaurant']",7.8,Very Good,12.0,Machlessvile,9000
[],,,,Uberlandia,38500
"['internet', 'bar', 'pool', 'gym']",5.5,Good,8.0,Wanderland,7000
"['internet', 'bar']",8.8,Excellent,2.0,Uberlandia,20000
"['internet', 'bar', 'pool']",8.8,Excellent,36.0,Stokol,25000
"['intrnet', 'bar', 'restaurant']",,,,Wanderland,9000
"['internet', 'bar', 'restaurant', 'swimmingpools']",10.0,Excellent,1.0,Machlessvile,15000
['bar'],,,,Hallerson,3500
[],,,,Willsmian,2800
"['bar', 'restaurant']",8.0,Excellent,6.0,Andeman,11500
"['internet', 'bar', 'restaurant', 'pool']",7.9,Very Good,24.0,Uberlandia,50000
"['bar', 'restaurant']",,,,Andeman,1700
"['bar', 'restaurant']",,,,Wanderland,4000
['restaurant'],7.2,Very Good,12.0,Willsmian,9000
['bar'],,,,Stokol,6000
[],,,,Uberlandia,5000
"['intrnet', 'bar', 'restaurant']",6.4,Very Good,16.0,Wanderland,10000
['swimmingpools'],,,,Hallerson,20000
"['bar', 'restaurant', 'pool', 'gym']",7.8,Very Good,351.0,Hallerson,30000
"['internet', 'bar', 'restaurant', 'swimmingpools', 'gym']",7.3,Very Good,23.0,Uberlandia,28000
"['internet', 'bar', 'restaurant', 'swimmingpools']",5.8,Good,6.0,Hallerson,25000
"['internet', 'bar', 'restaurant', 'pool']",7.7,Very Good,14.0,Andeman,18000
"['internet', 'bar']",6.6,Very Good,14.0,Stokol,11000
"['restaurant', 'swimmingpools']",8.8,Excellent,1.0,Andeman,8000
['swimmingpools'],,,,Wanderland,25000
"['internet', 'restaurant', 'pool']",5.0,Good,2.0,Uberlandia,15000
"['internet', 'restaurant']",7.2,Very Good,30.0,Hallerson,20000
"['intrnet', 'restaurant', 'pool']",6.5,Very Good,8.0,Machlessvile,16000
"['bar', 'restaurant']",6.4,Very Good,5.0,Stokol,6000
"['bar', 'pool']",10.0,Excellent,1.0,Willsmian,25000
"['internet', 'bar', 'restaurant']",7.7,Very Good,11.0,Ubisville,15000
"['intrnet', 'bar', 'restaurant', 'swimmingpools', 'gym']",5.1,Good,13.0,Stokol,88800
"['bar', 'restaurant']",8.0,Excellent,6.0,Uberlandia,20000
"['bar', 'restaurant', 'swimmingpools', 'gym']",7.8,Very Good,351.0,Uberlandia,30000
"['bar', 'restaurant', 'pool', 'gym']",7.0,Very Good,17.0,Stokol,16200
"['bar', 'restaurant']",6.3,Very Good,34.0,Machlessvile,11500
[],,,,Andeman,53475
['bar'],7.6,Very Good,1.0,Wanderland,5000
['restaurant'],,,,Uberlandia,13160
"['intrnet', 'bar', 'restaurant', 'pool']",9.8,Excellent,4.0,Willsmian,64800
"['internet', 'bar', 'restaurant', 'swimmingpools']",7.8,Very Good,28.0,Stokol,49500
['bar'],9.6,Excellent,2.0,Wanderland,8000
"['bar', 'restaurant']",5.6,Good,2.0,Hallerson,4000
"['internet', 'bar', 'restaurant', 'swimmingpools', 'gym']",8.3,Excellent,11.0,Andeman,27000
[],,,,Andeman,17000
[],,,,Uberlandia,2000
"['internet', 'bar', 'restaurant']",6.2,Very Good,7.0,Ubisville,7500
"['internet', 'bar', 'restaurant', 'swimmingpools', 'gym']",5.2,Good,3.0,Hallerson,26875
"['internet', 'restaurant']",4.9,Good,30.0,Andeman,19720
[],,,,Stokol,3700
['restaurant'],6.1,Very Good,24.0,Hallerson,5000
"['bar', 'restaurant']",7.3,Very Good,6.0,Uberlandia,6000
"['intrnet', 'restaurant', 'pool']",6.3,Very Good,14.0,Ubisville,15000
"['bar', 'restaurant']",6.7,Very Good,50.0,Ubisville,18000
['bar'],5.8,Good,2.0,Andeman,25000
['internet'],5.4,Good,13.0,Uberlandia,4000
[],,,,Andeman,3200
"['restaurant', 'swimmingpools', 'gym']",9.3,Excellent,4.0,Stokol,35000
[],,,,Uberlandia,2800
"['bar', 'restaurant']",7.3,Very Good,7.0,Uberlandia,13500
['restaurant'],,,,Machlessvile,2000
"['internet', 'bar', 'restaurant']",7.1,Very Good,3.0,Stokol,4000
"['intrnet', 'bar', 'restaurant', 'swimmingpools', 'gym']",5.1,Good,13.0,Machlessvile,88800
"['internet', 'bar', 'restaurant']",7.7,Very Good,8.0,Wanderland,20000
"['bar', 'restaurant']",7.6,Very Good,2.0,Stokol,10000
"['internet', 'pool', 'gym']",,,,Stokol,64600
"['bar', 'restaurant']",3.9,Fair,3.0,Wanderland,7000
"['bar', 'restaurant']",6.3,Very Good,17.0,Stokol,7000
['restaurant'],6.1,Very Good,24.0,Stokol,5000
"['intrnet', 'bar', 'restaurant']",6.9,Very Good,12.0,Wanderland,6000
"['bar', 'restaurant']",,,,Stokol,6000
['bar'],7.9,Very Good,12.0,Stokol,25000
"['internet', 'bar', 'restaurant']",6.8,Very Good,94.0,Hallerson,17500
[],9.0,Excellent,1.0,Wanderland,2700
[],,,,Hallerson,5000
"['intrnet', 'bar', 'restaurant']",2.5,Fair,4.0,Andeman,20000
"['intrnet', 'bar', 'restaurant']",8.6,Excellent,2.0,Willsmian,9000
"['bar', 'restaurant', 'pool', 'gym']",8.7,Excellent,5.0,Uberlandia,33000
"['bar', 'restaurant', 'swimmingpools']",5.2,Good,28.0,Andeman,40326
"['intrnet', 'bar', 'restaurant', 'gym']",5.1,Good,4.0,Willsmian,9500
"['internet', 'restaurant', 'swimmingpools']",9.1,Excellent,12.0,Wanderland,37200
['bar'],6.0,Very Good,1.0,Stokol,4000
"['bar', 'swimmingpools', 'gym']",6.9,Very Good,13.0,Andeman,21000
"['bar', 'restaurant']",5.6,Good,1.0,Wanderland,3000
"['bar', 'restaurant']",8.3,Excellent,11.0,Willsmian,15000
['internet'],8.9,Excellent,11.0,Wanderland,18000
"['internet', 'bar', 'restaurant', 'pool', 'gym']",7.6,Very Good,6.0,Stokol,30000
"['bar', 'restaurant']",,,,Andeman,7500
"['swimmingpools', 'gym']",,,,Hallerson,16100
"['bar', 'restaurant']",6.7,Very Good,29.0,Uberlandia,10000
[],,,,Willsmian,3040
['bar'],7.9,Very Good,12.0,Hallerson,25000
[],6.2,Very Good,2.0,Stokol,3500
"['bar', 'restaurant']",4.9,Good,3.0,Stokol,9000
"['bar', 'restaurant']",,,,Stokol,13000
[],,,,Hallerson,2800
"['bar', 'restaurant']",5.8,Good,10.0,Andeman,3000
"['intrnet', 'bar', 'restaurant', 'swimmingpools']",8.7,Excellent,15.0,Stokol,35000
"['bar', 'restaurant']",8.5,Excellent,4.0,Uberlandia,10000
"['internet', 'bar', 'restaurant']",,,,Stokol,5500
"['bar', 'restaurant', 'pool', 'gym']",8.7,Excellent,5.0,Hallerson,33000
"['bar', 'restaurant']",7.4,Very Good,4.0,Uberlandia,15000
"['internet', 'bar', 'restaurant', 'swimmingpools']",7.5,Very Good,35.0,Wanderland,67000
"['intrnet', 'bar', 'restaurant', 'swimmingpools', 'gym']",8.3,Excellent,6.0,Willsmian,25000
"['intrnet', 'bar']",6.7,Very Good,27.0,Willsmian,12000
"['intrnet', 'bar', 'restaurant']",7.0,Very Good,20.0,Andeman,143802
"['intrnet', 'restaurant', 'pool']",5.0,Good,2.0,Andeman,15000
"['internet', 'restaurant', 'swimmingpools']",7.5,Very Good,154.0,Andeman,20000
"['bar', 'restaurant']",7.6,Very Good,2.0,Machlessvile,10000
['bar'],7.4,Very Good,43.0,Wanderland,11500
"['internet', 'bar', 'restaurant', 'pool', 'gym']",6.7,Very Good,10.0,Uberlandia,40191
"['bar', 'restaurant']",8.0,Excellent,6.0,Ubisville,20000
"['bar', 'restaurant']",6.5,Very Good,7.0,Machlessvile,4500
"['internet', 'bar', 'restaurant', 'pool']",7.9,Very Good,24.0,Uberlandia,50000
"['internet', 'restaurant', 'pool']",6.5,Very Good,8.0,Stokol,16000
"['internet', 'bar', 'restaurant']",7.2,Very Good,2.0,Andeman,56000
"['internet', 'bar']",7.4,Very Good,5.0,Willsmian,20000
"['bar', 'restaurant', 'swimmingpools']",8.0,Excellent,6.0,Stokol,12000
"['bar', 'restaurant', 'pool']",8.9,Excellent,3.0,Uberlandia,20000
"['bar', 'restaurant']",6.6,Very Good,7.0,Andeman,10000
"['internet', 'bar', 'restaurant', 'swimmingpools', 'gym']",8.8,Excellent,8.0,Uberlandia,66500
['pool'],,,,Hallerson,20000
['restaurant'],,,,Willsmian,5405
"['internet', 'bar', 'restaurant']",7.7,Very Good,125.0,Stokol,9800
"['intrnet', 'bar', 'restaurant']",8.2,Excellent,20.0,Uberlandia,20000
"['bar', 'restaurant']",7.0,Very Good,24.0,Andeman,12000
"['bar', 'restaurant', 'pool', 'gym']",7.0,Very Good,17.0,Wanderland,16200
['restaurant'],,,,Ubisville,7000
"['restaurant', 'swimmingpools']",,,,Stokol,29000
"['bar', 'restaurant']",8.4,Excellent,6.0,Ubisville,10000
"['bar', 'restaurant']",6.3,Very Good,17.0,Uberlandia,7000
"['bar', 'restaurant', 'swimmingpools', 'gym']",8.5,Excellent,6.0,Machlessvile,12000
"['bar', 'restaurant']",,,,Ubisville,6000
['internet'],7.7,Very Good,10.0,Uberlandia,5000
['bar'],,,,Stokol,5000
"['bar', 'restaurant']",8.5,Excellent,3.0,Stokol,8000
"['restaurant', 'swimmingpools']",8.6,Excellent,4.0,Stokol,24000
['pool'],8.8,Excellent,1.0,Andeman,35000
"['bar', 'restaurant', 'gym']",7.0,Very Good,18.0,Hallerson,60500
"['internet', 'bar', 'restaurant']",7.4,Very Good,18.0,Machlessvile,15000
"['internet', 'bar', 'restaurant']",4.4,Good,1.0,Wanderland,11500
"['internet', 'bar', 'restaurant']",7.4,Very Good,26.0,Machlessvile,10000
"['bar', 'restaurant']",4.9,Good,3.0,Willsmian,9000
"['bar', 'restaurant']",6.4,Very Good,3.0,Wanderland,4000
[],10.0,Excellent,1.0,Wanderland,20000
[],,,,Uberlandia,7500
"['internet', 'bar', 'restaurant']",7.4,Very Good,26.0,Andeman,10000
['bar'],5.8,Good,2.0,Machlessvile,25000
"['internet', 'bar', 'pool', 'gym']",6.9,Very Good,12.0,Andeman,20000
"['bar', 'restaurant']",8.3,Excellent,5.0,Wanderland,8000
"['bar', 'restaurant']",7.3,Very Good,13.0,Andeman,7000
"['bar', 'restaurant', 'swimmingpools', 'gym']",10.0,Excellent,1.0,Machlessvile,36000
"['internet', 'restaurant', 'pool']",6.4,Very Good,2.0,Wanderland,6000
"['internet', 'bar', 'restaurant', 'pool', 'gym']",8.9,Excellent,19.0,Uberlandia,35000
"['bar', 'restaurant']",3.6,Fair,1.0,Ubisville,3000
[],6.0,Very Good,43.0,Stokol,15000
"['intrnet', 'bar', 'restaurant', 'pool']",8.0,Excellent,25.0,Andeman,25000
"['bar', 'restaurant']",8.5,Excellent,5.0,Uberlandia,3500
"['internet', 'bar', 'restaurant']",8.0,Excellent,36.0,Andeman,19000
"['internet', 'bar', 'restaurant']",,,,Stokol,20000
['bar'],,,,Ubisville,5000
"['intrnet', 'bar', 'restaurant']",5.8,Good,8.0,Stokol,6000
"['internet', 'bar', 'restaurant']",,,,Wanderland,6000
"['intrnet', 'bar', 'restaurant']",8.6,Excellent,2.0,Hallerson,9000
"['bar', 'restaurant']",,,,Stokol,7452
"['internet', 'bar', 'restaurant', 'swimmingpools', 'gym']",7.8,Very Good,14.0,Wanderland,30000
[],5.6,Good,3.0,Stokol,14000
['restaurant'],8.4,Excellent,4.0,Machlessvile,15000
"['intrnet', 'bar', 'restaurant']",7.0,Very Good,7.0,Uberlandia,14000
"['bar', 'restaurant', 'pool', 'gym']",10.0,Excellent,1.0,Stokol,36000
"['intrnet', 'bar']",7.7,Very Good,34.0,Uberlandia,12750
"['internet', 'bar']",6.7,Very Good,10.0,Stokol,35000
"['bar', 'restaurant']",6.7,Very Good,29.0,Machlessvile,10000
"['intrnet', 'bar', 'restaurant', 'swimmingpools']",5.8,Good,6.0,Andeman,25000
"['bar', 'restaurant', 'gym']",7.1,Very Good,8.0,Hallerson,6600
"['internet', 'restaurant']",7.1,Very Good,13.0,Stokol,20000
"['intrnet', 'bar', 'restaurant', 'swimmingpools', 'gym']",7.0,Very Good,2.0,Stokol,20000
"['bar', 'restaurant']",8.4,Excellent,1.0,Stokol,15000
"['bar', 'restaurant']",,,,Stokol,8000
"['bar', 'swimmingpools', 'gym']",6.9,Very Good,13.0,Willsmian,21000
"['bar', 'restaurant']",6.3,Very Good,17.0,Ubisville,7000
"['intrnet', 'bar', 'restaurant']",6.4,Very Good,16.0,Stokol,10000
['bar'],,,,Uberlandia,3000
['internet'],7.7,Very Good,10.0,Hallerson,5000
['bar'],,,,Hallerson,6000
[],5.4,Good,2.0,Stokol,3000
['restaurant'],6.4,Very Good,1.0,Andeman,9900
[],6.3,Very Good,46.0,Stokol,35000
"['internet', 'bar', 'restaurant', 'swimmingpools', 'gym']",8.7,Excellent,7.0,Wanderland,12500
"['internet', 'bar', 'restaurant', 'pool', 'gym']",6.9,Very Good,10.0,Willsmian,10000
"['internet', 'bar', 'restaurant', 'swimmingpools', 'gym']",7.2,Very Good,6.0,Andeman,25000
"['restaurant', 'swimmingpools']",6.0,Very Good,3.0,Stokol,33000
"['internet', 'bar', 'swimmingpools', 'gym']",9.6,Excellent,3.0,Willsmian,55000
"['internet', 'bar', 'restaurant']",7.8,Very Good,12.0,Stokol,9000
"['restaurant', 'swimmingpools']",6.2,Very Good,21.0,Uberlandia,19000
"['intrnet', 'bar', 'restaurant', 'pool', 'gym']",7.2,Very Good,16.0,Uberlandia,17000
"['bar', 'restaurant']",9.4,Excellent,3.0,Uberlandia,20000
[],,,,Ubisville,38500
"['bar', 'restaurant']",5.8,Good,10.0,Willsmian,3000
"['intrnet', 'bar', 'restaurant', 'pool', 'gym']",7.3,Very Good,23.0,Willsmian,28000
"['bar', 'restaurant']",9.4,Excellent,3.0,Stokol,20000
[],,,,Andeman,4500
"['intrnet', 'bar', 'restaurant']",,,,Willsmian,15000
"['internet', 'bar', 'restaurant']",,,,Hallerson,15000
['restaurant'],7.1,Very Good,68.0,Wanderland,20000
['restaurant'],,,,Stokol,7000
"['intrnet', 'bar', 'restaurant']",7.2,Very Good,39.0,Machlessvile,9200
"['internet', 'bar', 'restaurant', 'pool', 'gym']",8.9,Excellent,19.0,Stokol,35000
"['bar', 'restaurant']",5.6,Good,2.0,Uberlandia,4000
"['intrnet', 'bar', 'restaurant']",5.6,Good,50.0,Machlessvile,5000
"['intrnet', 'bar', 'restaurant', 'pool', 'gym']",7.6,Very Good,13.0,Wanderland,20000
"['intrnet', 'bar', 'restaurant', 'swimmingpools']",8.7,Excellent,15.0,Wanderland,35000
"['bar', 'restaurant', 'pool', 'gym']",6.1,Very Good,8.0,Hallerson,8000
"['internet', 'bar', 'restaurant']",6.6,Very Good,16.0,Stokol,13000
"['bar', 'restaurant']",6.6,Very Good,7.0,Stokol,10000
"['bar', 'restaurant', 'swimmingpools', 'gym']",6.3,Very Good,8.0,Hallerson,7000
"['internet', 'bar', 'restaurant', 'gym']",,,,Willsmian,10000
"['internet', 'bar', 'restaurant', 'swimmingpools', 'gym']",8.7,Excellent,7.0,Wanderland,12500
"['intrnet', 'bar', 'restaurant', 'swimmingpools']",7.7,Very Good,14.0,Willsmian,18000
"['bar', 'restaurant', 'swimmingpools']",6.7,Very Good,10.0,Hallerson,14000
[],,,,Uberlandia,2500
"['bar', 'restaurant']",7.8,Very Good,10.0,Andeman,7560
['restaurant'],,,,Willsmian,2300
"['internet', 'swimmingpools', 'gym']",,,,Willsmian,64600
"['intrnet', 'restaurant', 'swimmingpools']",6.3,Very Good,14.0,Uberlandia,15000
[],5.6,Good,3.0,Hallerson,14000
"['bar', 'restaurant']",,,,Andeman,6000
"['bar', 'restaurant', 'swimmingpools', 'gym']",5.5,Good,3.0,Andeman,7700
"['intrnet', 'bar', 'restaurant', 'swimmingpools', 'gym']",8.8,Excellent,8.0,Machlessvile,66500
"['intrnet', 'restaurant', 'swimmingpools']",8.2,Excellent,97.0,Machlessvile,16000
"['intrnet', 'bar', 'restaurant', 'gym']",10.0,Excellent,1.0,Ubisville,13000
"['bar', 'restaurant', 'pool']",5.2,Good,28.0,Wanderland,40326
"['bar', 'restaurant']",6.1,Very Good,4.0,Ubisville,6000
"['internet', 'bar', 'restaurant', 'pool']",8.0,Excellent,25.0,Hallerson,25000
"['bar', 'restaurant', 'swimmingpools']",7.3,Very Good,41.0,Hallerson,11000
"['intrnet', 'restaurant']",8.0,Excellent,2.0,Stokol,18000
"['intrnet', 'bar']",7.7,Very Good,34.0,Andeman,12750
"['bar', 'restaurant', 'pool', 'gym']",7.2,Very Good,38.0,Andeman,19000
"['bar', 'restaurant']",4.9,Good,5.0,Hallerson,4400
[],,,,Andeman,8000
"['internet', 'bar', 'restaurant', 'pool']",7.4,Very Good,145.0,Willsmian,17000
"['bar', 'restaurant']",8.4,Excellent,6.0,Uberlandia,10000
['bar'],,,,Hallerson,4500
"['restaurant', 'swimmingpools']",8.8,Excellent,1.0,Willsmian,8000
"['internet', 'bar', 'restaurant', 'swimmingpools', 'gym']",7.6,Very Good,13.0,Stokol,20000
"['bar', 'restaurant']",5.6,Good,2.0,Stokol,4000
"['internet', 'restaurant', 'pool']",5.0,Good,2.0,Wanderland,15000
"['intrnet', 'bar', 'restaurant']",8.4,Excellent,1.0,Stokol,14000
"['intrnet', 'bar', 'restaurant']",7.7,Very Good,8.0,Stokol,20000
"['internet', 'restaurant', 'pool']",8.2,Excellent,97.0,Wanderland,16000
"['internet', 'restaurant']",8.3,Excellent,6.0,Hallerson,25000
"['internet', 'bar', 'restaurant']",6.7,Very Good,1.0,Stokol,3000
"['internet', 'bar', 'pool', 'gym']",8.2,Excellent,13.0,Andeman,32000
"['internet', 'bar', 'restaurant']",,,,Willsmian,7000
"['internet', 'restaurant']",8.3,Excellent,6.0,Machlessvile,25000
[],,,,Hallerson,38500
"['bar', 'restaurant']",7.0,Very Good,24.0,Hallerson,12000
"['internet', 'bar', 'restaurant', 'swimmingpools', 'gym']",8.3,Excellent,11.0,Willsmian,27000
"['bar', 'restaurant']",7.6,Very Good,9.0,Stokol,9000
['bar'],8.7,Excellent,22.0,Hallerson,27000
"['bar', 'swimmingpools']",7.9,Very Good,4.0,Andeman,18000
"['internet', 'bar', 'restaurant']",8.0,Excellent,1.0,Uberlandia,25000
"['bar', 'restaurant']",6.7,Very Good,29.0,Willsmian,10000
[],6.3,Very Good,46.0,Hallerson,35000
['bar'],4.2,Good,5.0,Hallerson,8000
"['bar', 'restaurant']",5.8,Good,10.0,Uberlandia,3000
[],6.4,Very Good,1.0,Machlessvile,10000
"['bar', 'restaurant']",7.8,Very Good,4.0,Willsmian,10000
"['bar', 'restaurant']",6.4,Very Good,5.0,Stokol,6000
"['intrnet', 'bar', 'restaurant']",8.1,Excellent,3.0,Willsmian,8000
"['bar', 'restaurant', 'swimmingpools']",8.0,Excellent,1.0,Wanderland,26500
"['bar', 'restaurant']",3.9,Fair,3.0,Willsmian,7000
"['internet', 'bar', 'restaurant', 'pool']",2.4,Fair,4.0,Stokol,8000
[],,,,Ubisville,8000
[],8.8,Excellent,1.0,Uberlandia,20000
"['intrnet', 'swimmingpools', 'gym']",7.6,Very Good,2.0,Wanderland,27000
"['bar', 'restaurant', 'pool']",5.2,Good,28.0,Uberlandia,40326
"['swimmingpools', 'gym']",,,,Willsmian,16100
"['bar', 'restaurant']",,,,Stokol,4000
"['bar', 'restaurant', 'pool', 'gym']",8.5,Excellent,6.0,Uberlandia,12000
"['internet', 'bar', 'restaurant', 'pool', 'gym']",8.3,Excellent,11.0,Stokol,27000
"['bar', 'restaurant', 'gym']",6.9,Very Good,6.0,Hallerson,17200
"['bar', 'restaurant', 'pool', 'gym']",8.8,Excellent,2.0,Uberlandia,20000
"['internet', 'restaurant', 'swimmingpools']",7.5,Very Good,154.0,Hallerson,20000
"['internet', 'bar', 'restaurant']",6.3,Very Good,30.0,Hallerson,22000
['restaurant'],,,,Willsmian,4175
['restaurant'],4.9,Good,4.0,Willsmian,6000
[],,,,Stokol,1800
['bar'],7.6,Very Good,1.0,Stokol,5000
"['internet', 'restaurant']",7.1,Very Good,13.0,Andeman,20000
[],8.4,Excellent,1.0,Stokol,48200
['bar'],5.8,Good,2.0,Uberlandia,25000
"['bar', 'restaurant']",6.2,Very Good,8.0,Stokol,14500
"['internet', 'bar', 'restaurant']",8.6,Excellent,2.0,Wanderland,9000
['restaurant'],8.3,Excellent,20.0,Andeman,11000
"['bar', 'restaurant', 'pool']",7.3,Very Good,41.0,Andeman,11000
"['bar', 'restaurant']",6.0,Very Good,8.0,Hallerson,8500
[],,,,Hallerson,12500
"['internet', 'bar', 'restaurant', 'gym']",9.4,Excellent,5.0,Wanderland,12000
"['internet', 'bar', 'restaurant', 'swimmingpools']",,,,Uberlandia,19550
['restaurant'],7.1,Very Good,68.0,Andeman,20000
"['restaurant', 'pool']",8.0,Excellent,34.0,Stokol,23000
[],,,,Willsmian,3700
"['internet', 'bar', 'restaurant', 'gym']",7.4,Very Good,28.0,Machlessvile,40000
"['bar', 'swimmingpools', 'gym']",9.5,Excellent,4.0,Willsmian,14997
"['bar', 'restaurant']",6.1,Very Good,4.0,Willsmian,6000
"['bar', 'restaurant']",7.6,Very Good,3.0,Stokol,5000
['bar'],4.3,Good,3.0,Andeman,2250
"['intrnet', 'bar', 'restaurant', 'gym']",7.4,Very Good,28.0,Uberlandia,40000
"['intrnet', 'bar', 'restaurant']",7.0,Very Good,20.0,Uberlandia,143802
['restaurant'],7.2,Very Good,3.0,Andeman,5500
"['bar', 'restaurant', 'pool']",7.1,Very Good,7.0,Stokol,12500
['bar'],,,,Machlessvile,3500
[],6.3,Very Good,46.0,Uberlandia,35000
"['bar', 'restaurant']",8.3,Excellent,11.0,Wanderland,15000
"['internet', 'bar', 'restaurant', 'pool', 'gym']",8.9,Excellent,19.0,Machlessvile,35000
"['bar', 'restaurant']",6.1,Very Good,4.0,Wanderland,6000
"['intrnet', 'bar', 'restaurant', 'pool', 'gym']",7.7,Very Good,46.0,Stokol,23000
"['internet', 'bar', 'restaurant', 'swimmingpools']",2.4,Fair,4.0,Machlessvile,8000
"['internet', 'bar', 'restaurant']",6.9,Very Good,12.0,Stokol,6000
"['bar', 'restaurant']",8.0,Excellent,6.0,Hallerson,20000
"['intrnet', 'bar', 'restaurant']",7.7,Very Good,36.0,Machlessvile,30000
"['internet', 'bar', 'restaurant', 'pool', 'gym']",7.2,Very Good,4.0,Andeman,69569
"['bar', 'restaurant']",7.2,Very Good,9.0,Machlessvile,15650
"['internet', 'restaurant', 'swimmingpools']",7.3,Very Good,25.0,Andeman,20000
"['internet', 'bar', 'pool']",8.8,Excellent,36.0,Wanderland,25000
"['bar', 'restaurant', 'pool', 'gym']",9.3,Excellent,3.0,Willsmian,88600
"['intrnet', 'bar', 'restaurant', 'gym']",6.5,Very Good,32.0,Hallerson,15000
"['intrnet', 'bar', 'restaurant']",6.8,Very Good,94.0,Wanderland,17500
"['bar', 'restaurant']",,,,Uberlandia,7452
['restaurant'],,,,Machlessvile,7000
"['bar', 'restaurant']",7.5,Very Good,11.0,Stokol,17500
"['internet', 'bar', 'restaurant']",7.0,Very Good,20.0,Ubisville,143802
['swimmingpools'],8.2,Excellent,6.0,Willsmian,30000
"['internet', 'restaurant', 'swimmingpools']",7.3,Very Good,25.0,Hallerson,20000
"['internet', 'bar', 'restaurant']",8.0,Excellent,8.0,Andeman,40000
"['bar', 'restaurant']",7.3,Very Good,9.0,Wanderland,13000
"['intrnet', 'bar', 'restaurant', 'swimmingpools']",8.7,Excellent,17.0,Uberlandia,60000
[],,,,Hallerson,4200
"['bar', 'restaurant']",7.4,Very Good,4.0,Stokol,15000
"['internet', 'bar', 'restaurant', 'swimmingpools', 'gym']",8.3,Excellent,6.0,Hallerson,25000
